ano,id_candidato_bd,genero,valor_receita
2016,11015,feminino,1162.8
2016,110154,masculino,336.0
2016,1101763,masculino,1425.88
2016,1102081,feminino,3457.5
2016,1102374,masculino,859.0
2016,1102424,masculino,3160.0
2016,1102947,feminino,41330.0
2016,110417,masculino,1813.4
2016,1104213,masculino,3150.0
2016,1104338,masculino,1200.0
2016,1104341,masculino,30000.0
2016,1105301,masculino,3365.32
2016,1106544,masculino,9573.0
2016,1106651,masculino,6903.139999999999
2016,1106727,masculino,150.0
2016,1106732,masculino,5347.85
2016,1106943,masculino,484.41999999999996
2016,1107049,feminino,198.0
2016,1107145,feminino,200.0
2016,1107962,masculino,200.0
2016,110803,masculino,100.0
2016,1108395,masculino,7200.0
2016,1108397,masculino,1250.0
2016,110865,feminino,600.0
2016,1111054,masculino,300.0
2016,1111090,masculino,14364.28
2016,1111455,masculino,9000.0
2016,1112220,masculino,457.6
2016,11139,feminino,1050.0
2016,1114211,feminino,200.0
2016,1114863,masculino,3160.0
2016,1115149,masculino,700.0
2016,1115367,masculino,14580.0
2016,1115826,feminino,11840.0
2016,1116119,masculino,5000.0
2016,1116740,masculino,224.44
2016,111699,masculino,449.5
2016,111762,masculino,7134.88
2016,111947,masculino,600.0
2016,1119647,masculino,35880.9
2016,1119689,feminino,7300.0
2016,1119779,masculino,6680.0
2016,1120168,masculino,14694.0
2016,1120511,masculino,3100.0
2016,1120514,feminino,9672.0
2016,1120540,masculino,17524.95
2016,1120553,masculino,4100.0
2016,1120998,feminino,297.37
2016,1121129,masculino,8105.7
2016,1121133,masculino,150.0
2016,1121417,masculino,1640.0
2016,1121991,masculino,2640.0
2016,1122229,feminino,48908.92
2016,1122537,feminino,367.5
2016,1122540,masculino,3324.0
2016,1122803,feminino,200.0
2016,112284,masculino,23979.14
2016,1122857,masculino,15760.0
2016,1123487,masculino,1000.0
2016,1123582,feminino,1630.0
2016,112372,masculino,146.45999999999998
2016,1123786,feminino,2669.04
2016,112406,feminino,266.5
2016,112418,masculino,9229.9
2016,1124324,feminino,1689.0
2016,112452,feminino,23800.0
2016,112465,feminino,1349.59
2016,1124876,masculino,13310.0
2016,1125,masculino,1000.0
2016,1125170,masculino,7290.0
2016,1125299,masculino,3850.0
2016,1126164,feminino,314.0
2016,1126166,feminino,150.0
2016,1126204,feminino,400.0
2016,1126253,masculino,7205.32
2016,1126284,feminino,1250.0
2016,112648,feminino,7100.0
2016,1126497,masculino,3116.88
2016,1126646,feminino,2479.7
2016,11279,masculino,1594.25
2016,112845,feminino,9975.0
2016,1129529,feminino,140.0
2016,1129930,masculino,200.0
2016,1129991,masculino,1729.6
2016,1131,masculino,1500.0
2016,1132235,feminino,2200.0
2016,1132286,masculino,132.6
2016,1132287,feminino,150.0
2016,1132304,masculino,2660.0
2016,1132767,feminino,4013.4
2016,113334,feminino,800.0
2016,1133648,masculino,4267.16
2016,1134013,masculino,5406.0
2016,1134102,masculino,3101.88
2016,1134183,masculino,10046.79
2016,1134188,masculino,23341.86
2016,1134406,feminino,512.5
2016,113459,masculino,600.0
2016,1134768,feminino,2591.0
2016,1135362,masculino,23418.0
2016,1135375,masculino,30662.96
2016,1136909,masculino,250.0
2016,1136989,feminino,900.0
2016,1137001,masculino,2542.7799999999997
2016,113711,feminino,220.0
2016,113712,masculino,7000.0
2016,1137694,masculino,360.0
2016,1139307,masculino,34510.0
2016,113976,masculino,1389.57
2016,113994,feminino,3630.0
2016,113997,feminino,200.0
2016,1140701,masculino,4190.280000000001
2016,1140965,masculino,150.0
2016,1141084,masculino,7190.0
2016,1141195,masculino,7987.08
2016,1141271,masculino,750.0
2016,1141326,masculino,600.0
2016,1143758,masculino,360.0
2016,1144367,feminino,2430.0
2016,1145365,masculino,1616.0
2016,1145464,masculino,2607.0
2016,1145592,masculino,2340.0
2016,1145956,masculino,9250.0
2016,1146169,masculino,3150.0
2016,1146187,feminino,797.0
2016,1146602,feminino,824.12
2016,1147413,masculino,5179.0
2016,1147417,feminino,2168.0
2016,1147576,feminino,998.0
2016,1147638,masculino,250.0
2016,11478,masculino,2568.0
2016,11484,feminino,547.6600000000001
2016,1148517,masculino,569.49
2016,114868,feminino,642.78
2016,1149001,masculino,65400.0
2016,1149304,masculino,19364.48
2016,1149845,feminino,200.0
2016,1150145,masculino,90000.0
2016,1150157,masculino,3000.0
2016,1150700,masculino,716.1
2016,1151190,masculino,19280.0
2016,1151193,masculino,323.83000000000004
2016,1151213,feminino,400.0
2016,1151977,feminino,2720.0
2016,1153038,masculino,1670.0
2016,1153213,masculino,21300.0
2016,1153612,masculino,1855.0
2016,115490,masculino,860.0
2016,115696,masculino,3100.0
2016,1157872,masculino,1529.78
2016,115790,masculino,1000.0
2016,1157941,feminino,369.78000000000003
2016,1158034,masculino,9898.32
2016,115804,masculino,4296.0
2016,1158546,masculino,2605.0
2016,1158551,feminino,796.0
2016,1160184,masculino,14280.0
2016,1161470,feminino,15322.5
2016,116254,feminino,930.0
2016,1163479,masculino,2430.0
2016,1164486,masculino,1200.0
2016,116669,feminino,2050.0
2016,116713,feminino,800.0
2016,1168311,feminino,43816.75
2016,1168369,feminino,39250.0
2016,1168459,masculino,4934.0
2016,1169197,feminino,594.0
2016,1169212,masculino,6800.0
2016,1169402,masculino,1425.33
2016,1169477,feminino,18629.8
2016,117027,masculino,28164.6
2016,1170980,masculino,830.14
2016,1171152,masculino,36250.0
2016,1171400,feminino,400.0
2016,1171448,masculino,4495.6
2016,1171481,feminino,20120.6
2016,1171484,masculino,1200.0
2016,1171759,masculino,964.17
2016,1171812,masculino,200.0
2016,1171823,masculino,1890.0
2016,117229,feminino,6820.0
2016,117233,masculino,810.0
2016,1173266,masculino,22116.5
2016,11736,masculino,47876.94
2016,117396,feminino,146.45999999999998
2016,1174071,feminino,205.0
2016,1174148,masculino,199.0
2016,1174341,masculino,400.0
2016,1174413,feminino,100.0
2016,1174416,masculino,900.0
2016,1175653,masculino,1900.0
2016,1175689,masculino,800.0
2016,1176097,feminino,450.0
2016,1176100,masculino,9020.1
2016,1177179,masculino,60075.8
2016,1177602,masculino,600.0
2016,1179228,feminino,980.0
2016,1180002,masculino,150.0
2016,118101,feminino,1280.0
2016,118118,masculino,150.0
2016,118241,feminino,2200.0
2016,1184766,masculino,19020.0
2016,1184778,masculino,2908.0
2016,1185761,masculino,16320.0
2016,1185820,feminino,55284.72
2016,1186128,masculino,11560.0
2016,1186324,masculino,15998.08
2016,1186327,masculino,50800.0
2016,118636,masculino,205.0
2016,1186365,masculino,29450.0
2016,1186369,masculino,12200.0
2016,1186827,masculino,1540.0
2016,118736,masculino,1020.0
2016,1187655,feminino,450.0
2016,1187670,masculino,12752.96
2016,1188075,masculino,28390.0
2016,118860,feminino,3045.0
2016,118890,feminino,16068.0
2016,118898,masculino,100.0
2016,1189170,masculino,12396.78
2016,1189255,masculino,1200.0
2016,1189798,masculino,1646.81
2016,1190016,feminino,1200.0
2016,1190097,masculino,6943.12
2016,1190295,feminino,200.0
2016,1191115,feminino,4670.0
2016,1191411,feminino,1605.46
2016,1192381,masculino,18622.12
2016,1192580,masculino,1717.9500000000003
2016,1192733,masculino,13250.0
2016,1193000,masculino,12034.44
2016,1193060,masculino,1100.0
2016,1193094,masculino,9750.0
2016,1193571,masculino,3649.6
2016,1193954,masculino,2596.0
2016,1194111,masculino,720.3
2016,1194114,masculino,9000.0
2016,1194313,masculino,1947.0
2016,1194316,masculino,750.0
2016,1194408,masculino,122.5
2016,1194496,masculino,2098.4
2016,119457,masculino,31280.0
2016,1194855,masculino,825.0
2016,1195285,masculino,4641.95
2016,1196123,feminino,2344.0
2016,1197452,masculino,15236.0
2016,1197617,masculino,17166.420000000002
2016,1197697,masculino,800.0
2016,1197714,masculino,20742.239999999998
2016,1197742,feminino,5199.9
2016,1197745,masculino,1800.03
2016,1197752,masculino,68345.76
2016,1197755,feminino,27591.65
2016,1197762,masculino,7940.16
2016,1197769,masculino,21171.0
2016,1197838,masculino,8700.0
2016,1197935,feminino,200.0
2016,1198023,masculino,43780.0
2016,1198207,feminino,2500.0
2016,1199381,feminino,7737.0
2016,1199483,masculino,11000.0
2016,1199715,masculino,26776.6
2016,1199877,masculino,16425.0
2016,1200226,masculino,200.0
2016,1200609,masculino,125.0
2016,1200830,masculino,103.8
2016,1201592,masculino,1530.0
2016,120440,feminino,4440.0
2016,1205891,masculino,3870.0
2016,1205933,masculino,103.8
2016,1205963,masculino,2267.0
2016,1206029,feminino,793.0
2016,120611,masculino,5467.22
2016,1206154,masculino,145.0
2016,1206165,feminino,100.0
2016,1206202,masculino,24579.25
2016,1206236,masculino,5720.0
2016,1206267,feminino,2308.26
2016,1206289,masculino,2434.02
2016,120653,feminino,200.0
2016,1206615,masculino,1412.8
2016,1208037,masculino,4946.8
2016,1208073,feminino,25847.0
2016,1208073,masculino,12923.5
2016,1208766,masculino,1937.55
2016,1208891,masculino,6478.5
2016,1210436,masculino,15150.0
2016,1211450,masculino,5930.0
2016,1212271,masculino,1808.0
2016,121228,masculino,7240.0
2016,121365,feminino,12640.0
2016,1214872,masculino,20550.0
2016,1215180,masculino,750.0
2016,121522,masculino,4095.5
2016,121585,masculino,1100.0
2016,1218058,feminino,40018.98
2016,1218573,feminino,33694.15
2016,1218878,masculino,500.0
2016,1218936,feminino,321.39
2016,1219157,masculino,6148.8
2016,1219515,masculino,6308.78
2016,1219521,masculino,2512.0
2016,1219933,masculino,33767.75
2016,1219954,masculino,8960.0
2016,1219986,masculino,1690.0
2016,122019,masculino,2550.0
2016,1220289,masculino,9576.0
2016,1221183,masculino,9842.7
2016,1221503,feminino,5125.0
2016,1223606,feminino,14531.49
2016,1223615,masculino,100.0
2016,1223839,feminino,525.0
2016,122386,masculino,198.0
2016,1223861,feminino,200.0
2016,1223865,feminino,1850.0
2016,1224222,masculino,600.0
2016,1224429,feminino,8418.0
2016,1224431,masculino,1230.0
2016,1226024,feminino,200.0
2016,1226511,feminino,741.81
2016,1226917,masculino,642.78
2016,1227054,masculino,216.0
2016,1227135,masculino,17025.0
2016,1227215,masculino,410.0
2016,1227362,masculino,1050.0
2016,1227946,masculino,3032.4
2016,1227970,masculino,820.85
2016,1228199,feminino,1796.0
2016,1228351,masculino,140.0
2016,1228367,masculino,5964.27
2016,122933,masculino,1362.0
2016,1229611,masculino,920.0
2016,1229634,masculino,1600.0
2016,1229657,masculino,100.0
2016,1229684,feminino,400.0
2016,1229705,masculino,1000.0
2016,1229773,masculino,45730.0
2016,1230228,masculino,10037.82
2016,1230252,masculino,2131.26
2016,1230266,masculino,2729.16
2016,1230401,feminino,579.48
2016,1230410,feminino,207.6
2016,1230528,masculino,5067.0
2016,1230547,masculino,800.0
2016,123104,feminino,520.0
2016,1235157,masculino,9220.0
2016,123593,masculino,1400.0
2016,1236506,feminino,150.0
2016,1236803,masculino,1200.0
2016,1236895,feminino,585.0
2016,1236914,masculino,1250.0
2016,1237359,masculino,9120.0
2016,1237838,feminino,200.0
2016,123812,masculino,3594.5699999999997
2016,1239921,masculino,5030.0
2016,124097,masculino,300.0
2016,124272,masculino,8840.0
2016,124294,masculino,9942.66
2016,1243614,feminino,1676.0
2016,1246570,masculino,706.4
2016,1246801,masculino,8107.65
2016,12471,masculino,12600.0
2016,124948,masculino,2955.0
2016,1250048,masculino,75.0
2016,1251954,feminino,1925.0
2016,1252056,feminino,2005.0
2016,1252078,masculino,1720.0
2016,1252083,masculino,15600.0
2016,1252087,masculino,4055.54
2016,1252181,masculino,385.0
2016,1252183,feminino,100.0
2016,1252204,masculino,820.8
2016,1252215,masculino,1260.0
2016,1252251,masculino,3272.0
2016,1252255,masculino,8849.04
2016,1252271,masculino,10193.6
2016,1252276,masculino,3480.0
2016,1252772,masculino,12200.0
2016,125334,masculino,260.0
2016,125406,masculino,6750.0
2016,1255447,masculino,650.0
2016,1255600,masculino,34000.0
2016,1256513,masculino,9538.8
2016,1256514,masculino,11274.36
2016,1256546,masculino,4548.0
2016,1256554,masculino,5175.52
2016,1256805,feminino,532.5
2016,1257028,feminino,698.0
2016,1257028,masculino,349.0
2016,1257039,masculino,3000.0
2016,1257520,masculino,12807.199999999999
2016,1257858,feminino,3527.77
2016,1257986,masculino,3409.5
2016,1258018,masculino,5132.0
2016,1258178,masculino,14520.0
2016,1258182,masculino,3338.82
2016,1258201,masculino,17100.0
2016,125895,masculino,1960.0
2016,1260027,feminino,3920.0
2016,126051,masculino,187.76
2016,126073,feminino,150.0
2016,1260767,masculino,34857.0
2016,126134,masculino,3407.16
2016,126144,masculino,800.0
2016,126384,masculino,520.0
2016,1264080,masculino,3728.48
2016,126425,feminino,210.0
2016,1266207,masculino,10500.0
2016,126857,masculino,2702.0
2016,1270304,masculino,85.0
2016,1272020,masculino,1631.24
2016,1272114,feminino,4579.0
2016,1272120,masculino,300.0
2016,1272278,masculino,410.0
2016,1272331,feminino,85.0
2016,1272421,feminino,941.6600000000001
2016,1272564,masculino,54131.4
2016,1272593,masculino,5280.0
2016,1272732,feminino,4660.0
2016,1272762,masculino,42113.36
2016,1272848,masculino,198.0
2016,1272867,masculino,11051.6
2016,1272882,feminino,1560.0
2016,1272920,masculino,1800.0
2016,1272921,masculino,123.2
2016,1272940,masculino,930.0
2016,1272942,masculino,300.0
2016,1272970,masculino,600.0
2016,1272979,masculino,700.01
2016,1273074,masculino,306.0
2016,1273145,masculino,2750.0
2016,1273151,feminino,600.0
2016,127317,masculino,85.0
2016,1273259,masculino,4500.0
2016,1273275,masculino,42150.0
2016,1273399,masculino,15942.72
2016,1273549,feminino,600.0
2016,1273565,masculino,200.0
2016,1273594,masculino,6182.0
2016,1273629,feminino,60678.18
2016,1273691,masculino,100.0
2016,1273723,masculino,26685.5
2016,1273766,masculino,18903.0
2016,1273830,masculino,4077.58
2016,1273893,masculino,4920.0
2016,1273904,masculino,23010.0
2016,1273952,masculino,1960.0
2016,1274033,masculino,26680.0
2016,1274093,feminino,27950.0
2016,1274199,masculino,4496.0
2016,1274205,masculino,3175.0
2016,1274210,feminino,100.0
2016,127426,masculino,1742.6
2016,1274263,masculino,2163.0
2016,1274347,masculino,32814.0
2016,1274385,masculino,480.0
2016,1274523,feminino,2320.0
2016,1274585,masculino,3165.0
2016,1274638,masculino,35500.0
2016,1274662,feminino,400.0
2016,1274712,masculino,38578.4
2016,1274739,masculino,250.0
2016,1274797,feminino,2400.0
2016,1274905,masculino,3600.0
2016,1274934,masculino,520.0
2016,1274998,masculino,14300.0
2016,1275019,masculino,49750.0
2016,1275034,masculino,13826.8
2016,1275117,masculino,8970.869999999999
2016,1275128,feminino,200.0
2016,1278,masculino,517.39
2016,1279097,masculino,1701.0
2016,127926,masculino,10970.7
2016,128080,masculino,10507.6
2016,128150,masculino,570.0
2016,128831,feminino,1056.81
2016,1288880,masculino,1124.0
2016,128892,masculino,3541.44
2016,129009,masculino,300.0
2016,129047,feminino,2207.43
2016,129109,masculino,8204.2
2016,129137,masculino,400.0
2016,1291582,masculino,8421.05
2016,1291583,masculino,150.0
2016,1291588,masculino,2705.5
2016,1291839,masculino,1350.0
2016,1291872,feminino,1069.57
2016,1291880,masculino,419.83000000000004
2016,1291897,masculino,11775.32
2016,1291911,masculino,1760.0
2016,1291950,masculino,10230.0
2016,1291965,masculino,1000.0
2016,1291981,masculino,18750.0
2016,1292009,feminino,2319.0
2016,1292014,masculino,22713.04
2016,1292094,masculino,360.0
2016,1292186,masculino,47901.16
2016,1292191,masculino,17300.4
2016,1292269,masculino,7223.2
2016,1292273,feminino,363.26
2016,1292281,masculino,8700.0
2016,1292303,feminino,200.0
2016,1292315,masculino,6200.0
2016,1292320,masculino,291.52
2016,1292347,masculino,484.21
2016,1292396,feminino,484.0
2016,12924,feminino,230.0
2016,1292660,feminino,654.52
2016,1292740,masculino,455.02
2016,1292744,masculino,9613.5
2016,1292822,feminino,600.0
2016,1292877,masculino,995.3800000000001
2016,1292899,feminino,100.0
2016,1292920,masculino,200.0
2016,1293027,feminino,417.3
2016,1293140,feminino,6690.2
2016,1293147,masculino,54024.0
2016,129318,feminino,552.0
2016,1293333,masculino,2320.0
2016,1293349,feminino,548.3100000000001
2016,1293365,feminino,796.0
2016,1293389,masculino,10374.72
2016,1293402,feminino,350.0
2016,1293423,masculino,900.0
2016,129344,feminino,400.0
2016,1293567,feminino,1500.0
2016,1293568,masculino,2430.0
2016,1293623,masculino,7566.0
2016,1293630,masculino,3404.5699999999997
2016,1293761,masculino,2080.0
2016,1293771,feminino,996.0
2016,1293788,masculino,1100.0
2016,1293920,feminino,475.0
2016,1293942,masculino,250.0
2016,1293993,masculino,250.0
2016,1294037,masculino,250.0
2016,1294046,feminino,343.0
2016,1294166,masculino,300.0
2016,1294239,masculino,748.6
2016,1294291,feminino,100.0
2016,1294489,masculino,9222.92
2016,1294504,feminino,2084.21
2016,129451,masculino,123.26
2016,1294574,masculino,327.26
2016,1294656,masculino,44642.8
2016,1294731,feminino,200.0
2016,1295118,feminino,6212.8
2016,1295240,masculino,706.4
2016,1297417,masculino,7280.0
2016,1299743,masculino,139.83
2016,130079,masculino,239.83
2016,13021,masculino,730.95
2016,13033,feminino,3600.0
2016,130337,masculino,350.0
2016,1303423,feminino,1700.0
2016,130363,masculino,1348.24
2016,130600,feminino,153.85
2016,130615,feminino,100.0
2016,1307759,masculino,20707.0
2016,130855,masculino,49028.73
2016,130860,feminino,300.0
2016,130912,masculino,464.52
2016,13096,masculino,12101.48
2016,1310100,feminino,2712.0
2016,131036,masculino,205.0
2016,131134,masculino,3560.0
2016,131482,feminino,3266.0
2016,131483,feminino,300.0
2016,131494,feminino,400.0
2016,1317130,masculino,3488.0
2016,1317155,feminino,830.14
2016,1317188,feminino,1801.44
2016,1317206,masculino,1941.44
2016,1317320,masculino,1268.24
2016,1317329,feminino,230.0
2016,1317334,masculino,154.84
2016,1317337,masculino,6000.0
2016,1317377,masculino,100.0
2016,1317380,masculino,750.0
2016,1317397,masculino,307.7
2016,1317410,feminino,200.0
2016,1317433,masculino,53080.14
2016,1317442,masculino,577.0500000000001
2016,1317459,masculino,6146.84
2016,1317471,masculino,1328.4
2016,1317514,masculino,850.0
2016,1317515,masculino,13399.92
2016,1317536,masculino,3378.0
2016,1317576,masculino,82503.68
2016,1317586,feminino,126.6
2016,1317614,masculino,12680.0
2016,1317678,masculino,293.0
2016,1317774,feminino,1947.0
2016,1317791,feminino,400.0
2016,1317799,masculino,10948.0
2016,1317845,masculino,68768.34
2016,1317849,feminino,5994.74
2016,1317853,feminino,4000.04
2016,1317858,feminino,3000.0
2016,1317868,masculino,40887.42
2016,1317900,masculino,4787.1
2016,1317982,masculino,8400.0
2016,1318003,masculino,11524.8
2016,1318047,masculino,3738.85
2016,1318068,feminino,635.0
2016,1318069,feminino,4200.0
2016,131811,masculino,440.0
2016,1318141,feminino,400.0
2016,1318165,masculino,594.74
2016,1318199,masculino,1380.0
2016,1318279,masculino,16675.0
2016,1318339,masculino,550.0
2016,1318446,masculino,16368.539999999999
2016,1318452,masculino,2549.16
2016,1318493,masculino,1225.54
2016,1318527,feminino,520.0
2016,1318544,feminino,1480.0
2016,1318570,feminino,2080.0
2016,1318601,masculino,8880.0
2016,1318725,masculino,3685.56
2016,1318760,masculino,2320.0
2016,1318771,masculino,17106.76
